order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,customer_city,customer_state,payment_type,payment_installments,payment_value,review_score,order_item_id,product_id,seller_id,price,freight_value,product_category_name,product_category_name_english,seller_city,seller_state
0152f10d04554388634b75f079f069fc,f211421de204488bd0f9beaeba60f04f,delivered,"2017-09-17 09:58:40","2017-09-22 21:25:55","sao paulo",SP,credit_card,8,647.54,5,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,610.00,37.54,cool_stuff,"cool_stuff",araraquara,SP
007beb35f98c075747e6fc4fd1c0cb73,e5c49220ea97eddff8b1fbb594913a43,delivered,"2017-09-23 08:32:53","2017-10-04 15:32:47","rio de janeiro",RJ,credit_card,2,83.59,4,1,ce130b350f529a1d6288f927da7404ea,e38db885400cd35c71dfd162f2c1dbcf,64.90,18.69,cama_mesa_banho,"bed_bath_table",brasilia,DF
00af53fdc2002f5b6a8f16db648e003b,b1517b4078772e718a46e03f9ea9321f,delivered,"2017-06-20 15:00:00","2017-07-03 14:59:32",itupeva,SP,credit_card,2,51.75,5,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,39.90,11.85,esporte_lazer,"sports_leisure","sao paulo",SP
0084e195fbd72ae51599af47f04afede,bd8d067426b640b65c68dd3ee6c71d46,delivered,"2018-03-14 23:57:00","2018-05-04 22:22:18","porto alegre",RS,credit_card,1,113.03,1,1,a963ea4d494221de09b70f1b4a70edbd,bd0389da23d89b726abf911cccc54596,89.90,23.13,informatica_acessorios,"computers_accessories",brasilia,DF
0132f39e8ad9b42ad2d41c847f44c0ed,a09467d10848ae399caa6f3fb072c6cd,delivered,"2018-07-05 14:49:56","2018-07-06 21:09:08","sao paulo",SP,credit_card,3,37.16,5,1,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,28.80,8.36,beleza_saude,"health_beauty","sao paulo",SP
02c84deb7aa1f2e74090d56a0ec84120,34c059ffa44982e5208d2ced3c986b51,delivered,"2018-03-01 22:46:34","2018-04-03 00:58:52",japeri,RJ,credit_card,3,34.00,1,1,ce8a29973a1fed3f8d22ea5514d9ea07,8b321bb669392f5163d04c59e235e066,18.90,15.10,eletronicos,"electronics","sao paulo",SP
01d0cbd002be92b5a970cb8f233349c2,034c3cb26461c58520139e4efb33ed90,delivered,"2017-07-21 14:33:49","2017-08-11 19:22:45",alagoinhas,BA,credit_card,10,376.29,5,1,e2acf075e3634e6f0c26e4e88c1bf9d7,1554a68530182680ad5c8b042c3ab563,329.90,46.39,moveis_sala,"furniture_living_room","monte siao",MG
00b47ee856118583dbec7d1f9b18d847,7f6a163f7d28e407e5eaa735bf7014c5,delivered,"2018-03-26 19:58:48","2018-04-09 18:52:28",brasilia,DF,credit_card,2,28.88,4,1,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,13.65,15.23,eletronicos,"electronics","sao paulo",SP
011c899816ea29773525bd3322dbb6aa,c15a53f6fbae984bcbf4ac7bc4395cc3,delivered,"2018-04-30 15:02:34","2018-05-15 22:33:37",niteroi,RJ,boleto,1,99.90,2,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,99.90,0.00,relogios_presentes,"watches_gifts","ribeirao preto",SP
00fb055886536063afa0dbee07a0944f,ab9e9b26c172c928efe04a741772958f,delivered,"2017-05-24 09:04:32","2017-06-01 17:29:32","rio de janeiro",RJ,boleto,1,57.38,5,2,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,11.90,16.79,brinquedos,"toys","pato branco",PR
00fb055886536063afa0dbee07a0944f,ab9e9b26c172c928efe04a741772958f,delivered,"2017-05-24 09:04:32","2017-06-01 17:29:32","rio de janeiro",RJ,boleto,1,57.38,5,1,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,11.90,16.79,brinquedos,"toys","pato branco",PR
0188777fe321843a18be24a6e9aa1e53,dc573d2a61a467e5e2826c1729691859,delivered,"2017-07-23 16:13:37","2017-07-28 16:18:00","duque de caxias",RJ,voucher,1,65.84,5,1,436c8d57ff8d4aa254318e9bd9b48c83,48436dade18ac8b2bce089ec2a041202,55.90,9.94,cool_stuff,"cool_stuff","volta redonda",SP
029c366599ce117100419a093b7f6132,ac81fb6a1f089d191d0a0337ea2bfad0,delivered,"2018-06-17 20:41:20","2018-06-25 18:58:53","embu das artes",SP,credit_card,2,111.71,5,1,e71435b372f90893385344e8be3a7696,9baf5cb77970f539089d09a38bcec5c3,99.99,11.72,utilidades_domesticas,"housewares",indaiatuba,SP
01835ef41c5ac66dd9ec6084fa1d0533,6a4ea2081853cd8dd8d7c69cdf86925a,delivered,"2017-05-11 21:36:10","2017-05-23 22:13:35","campos dos goytacazes",RJ,credit_card,1,72.14,1,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,56.99,15.15,perfumaria,"perfumery","santo andre",SP
00ab210695a17fe10e6b23616ae5bc97,c87e0e6aa4b3321adb017785ff605af2,delivered,"2018-06-12 06:19:27","2018-06-19 22:12:23",guaruja,SP,credit_card,1,46.53,4,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,39.00,7.53,esporte_lazer,"sports_leisure","sao paulo",SP
01e84dcdea7f8180214c9cf9f058f0dc,808cfcd5c83849bfb0c7bf25edd97b2b,delivered,"2017-10-31 11:10:46","2017-11-09 20:09:45","montes claros",MG,boleto,1,61.00,5,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,45.90,15.10,esporte_lazer,"sports_leisure","sao paulo",SP
0227da6a9a5c5d03b593cc9c2bce3463,b27329504d3818ef391c0d13829964b3,delivered,"2018-04-11 16:30:28","2018-04-17 18:58:47",jundiai,SP,credit_card,1,61.52,5,1,84db874a1a2d895b0eece26cc9bb3dd3,4b9750c8ad28220fe6702d4ecb7c898f,49.90,11.62,cool_stuff,"cool_stuff",limeira,SP
0091a677651feaf5a08d7bb147681e14,93d82c58a8f2b0d2db80f16867b99edd,delivered,"2018-08-24 13:27:17","2018-08-28 16:32:05",campinas,SP,credit_card,1,45.53,4,1,bf06a69bb27c58156391de458700f3e7,6560211a19b47992c3666cc44a7e94c0,38.00,7.53,relogios_presentes,"watches_gifts","sao paulo",SP
01dcbb39823b4cda39ddcc6679fb00ac,8e1dff0d67c90649dba1440b80328275,delivered,"2017-05-29 20:01:57","2017-06-07 16:37:41",vitoria,ES,voucher,1,115.00,5,2,bbf920aa6ac72007a726e6f419156f8f,391fc6631aebcf3004804e51b40bcf1e,39.90,17.60,moveis_decoracao,"furniture_decor",ibitinga,SP
01dcbb39823b4cda39ddcc6679fb00ac,8e1dff0d67c90649dba1440b80328275,delivered,"2017-05-29 20:01:57","2017-06-07 16:37:41",vitoria,ES,voucher,1,115.00,5,1,bbf920aa6ac72007a726e6f419156f8f,391fc6631aebcf3004804e51b40bcf1e,39.90,17.60,moveis_decoracao,"furniture_decor",ibitinga,SP
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,delivered,"2018-05-07 22:38:21","2018-05-18 19:04:11","sao paulo",SP,boleto,1,99.90,5,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,99.90,0.00,relogios_presentes,"watches_gifts","ribeirao preto",SP
006cb7cafc99b29548d4f412c7f9f493,97dc92f1aae3a7db8b252d1b8466910e,delivered,"2018-02-17 14:22:34","2018-02-25 13:46:52",brasilia,DF,credit_card,3,70.14,5,1,e10758160da97891c2fdcbc35f0f031d,323ce52b5b81df2cd804b017b7f09aa7,56.00,14.14,,NULL,"sao paulo",SP
00418a49a685c6bb60633291c3fab17a,7d9edced80af5c9503cbf88a9e5f2a3e,delivered,"2017-10-03 20:43:03","2017-10-05 19:53:19",osasco,SP,credit_card,2,56.78,1,1,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,49.00,7.78,relogios_presentes,"watches_gifts","sao paulo",SP
024f8681c73783017f7cd5d5b061be3a,c4dda7f2ec051e0b838519a511d05cc5,delivered,"2017-09-12 13:10:18","2017-09-14 18:15:44","sao caetano do sul",SP,credit_card,2,56.78,4,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,49.00,7.78,relogios_presentes,"watches_gifts","sao paulo",SP
0203892ed7a2b76401830f4b82a5a34c,b32b53ffb964ca001a0e4daca0b4a343,delivered,"2017-07-08 20:26:08","2017-07-11 19:21:58",santos,SP,credit_card,1,48.62,5,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,39.90,8.72,esporte_lazer,"sports_leisure","sao paulo",SP
016fbc333d66b414be541c6159576c40,83fc79bfef5a8fb84c5d77f3748e0064,delivered,"2018-05-30 18:09:10","2018-06-11 21:28:42","rio de janeiro",RJ,credit_card,2,103.42,5,1,b0cd550945da1de6eb9cb69595d540df,6b243f80ed07b10f0e8aa0f21a205f3c,84.90,18.52,esporte_lazer,"sports_leisure",curitiba,PR
01a6ad782455876aa89081449d49c452,71accffbcbdf8e02f67a469f65cdbf73,delivered,"2018-01-18 10:07:52","2018-02-01 21:02:22","santo angelo",RS,credit_card,5,50.09,3,1,036734b5a58d5d4f46b0616ddc047ced,ea8482cd71df3c1969d7b9473ff13abc,34.99,15.10,telefonia,"telephony","sao paulo",SP
01dbd2da9b685e6d444416f7825d0931,332cd7b9d5b2e74bf7553bfac694996d,delivered,"2017-10-04 22:21:13","2017-10-20 21:53:45","porto alegre",RS,credit_card,1,48.70,4,1,165948b2c41e846df7d09b56826a747f,e5a3438891c0bfdb9394643f95273d8e,33.60,15.10,fashion_bolsas_e_acessorios,"fashion_bags_accessories",limeira,SP
00c4f17dcb94448f27a2cbaa83f10a4b,92422ec9b02504c4d12eecce874990bf,delivered,"2018-06-08 19:18:56","2018-06-12 14:57:44","santo andre",SP,credit_card,1,39.39,5,1,adf591c625cb265c12bc6749d3a2f757,a420f60ff1aa9acc80d0e42959f2b313,32.00,7.39,beleza_saude,"health_beauty","sao paulo",SP
01da5549f136167573c8a302f008557a,c6905c5022f61e99e31ded5f939e702b,delivered,"2018-04-08 17:01:55","2018-04-17 22:44:37",caconde,SP,boleto,1,170.02,5,1,2381a3052dd37f97e616bf160467acae,6b536a23086fba0d58c08d68814397f6,150.00,20.02,relogios_presentes,"watches_gifts",niteroi,RJ
00b676b01c289cc661c6f7732492771a,ca9a6ae226341827c9614ce7568db46c,delivered,"2017-08-02 15:30:42","2017-08-15 11:22:26","sao paulo",SP,credit_card,1,71.19,3,1,121b9686b9929855d823981fc655a6fe,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,50.00,21.19,utilidades_domesticas,"housewares",curitiba,PR
044406a115a855072a8e79d38f028a80,c2fd07c064da726f771496f47be85d7f,delivered,"2017-08-01 11:04:50","2017-08-10 17:34:49",canoas,RS,boleto,1,71.14,1,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,56.99,14.15,perfumaria,"perfumery","santo andre",SP
055881c8e807f4d1147c2f075d51d604,e160fbbf934ea781f3f302118e931029,delivered,"2018-04-26 23:38:08","2018-04-30 22:58:55","sao bernardo do campo",SP,credit_card,2,48.19,5,1,ce87eb0f80420c505b53adef21bf93d6,5f3ae9136c875522250f8184f253413a,39.90,8.29,livros_tecnicos,"books_technical","sao paulo",SP
03481652329171ff571df2c58bae0167,14868f37a05bafdab87b728267196f10,delivered,"2018-06-19 14:30:42","2018-07-08 16:03:37","joao pessoa",PB,debit_card,1,119.70,4,1,6722735e7b6ea43bbd86b1c9074c3057,2cb98e27ce1c18abdb42209b34c382a7,62.49,57.21,automotivo,"auto","ribeirao preto",SP
03e53a3c2ea313a49e89aee8f8c44970,af80fb37305133fe068ba9c0eecc7955,delivered,"2017-06-15 15:24:45","2017-06-30 13:18:03",fortaleza,CE,credit_card,2,57.53,5,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,39.90,17.63,esporte_lazer,"sports_leisure","sao paulo",SP
03604d9c184f9290e997c49fb585b2b5,5af6ac8bc746760092c8e0ddeed00f56,delivered,"2017-11-06 18:48:57","2017-11-22 03:08:42","sao paulo",SP,voucher,1,13.81,4,1,0fa699aaa0a38aa5d1de8e7fe04d2204,eddd1991bd6d9309995a480c39b95137,336.00,17.10,,NULL,"ponta grossa",PR
03604d9c184f9290e997c49fb585b2b5,5af6ac8bc746760092c8e0ddeed00f56,delivered,"2017-11-06 18:48:57","2017-11-22 03:08:42","sao paulo",SP,voucher,1,339.29,4,1,0fa699aaa0a38aa5d1de8e7fe04d2204,eddd1991bd6d9309995a480c39b95137,336.00,17.10,,NULL,"ponta grossa",PR
035518626172ac1884aa3825eb7d1379,725de95aaf5722261b06d055a7b706e7,delivered,"2017-06-05 15:13:04","2017-06-14 17:34:39",canoinhas,SC,credit_card,1,72.14,5,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,56.99,15.15,perfumaria,"perfumery","santo andre",SP
0347e77ba3ffb1d21339231e1f882b5c,d98cc303c53b826e8a2187c4f04c100e,delivered,"2018-02-05 17:50:42","2018-02-15 20:12:13",guarulhos,SP,credit_card,2,165.04,5,2,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,69.90,12.62,informatica_acessorios,"computers_accessories",maringa,PR
0347e77ba3ffb1d21339231e1f882b5c,d98cc303c53b826e8a2187c4f04c100e,delivered,"2018-02-05 17:50:42","2018-02-15 20:12:13",guarulhos,SP,credit_card,2,165.04,5,1,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,69.90,12.62,informatica_acessorios,"computers_accessories",maringa,PR
05302619b1bff6733f64a97851af68cd,e3f62212035039c920a8409127b09a41,delivered,"2018-01-21 14:04:33","2018-02-07 21:27:04","rio de janeiro",RJ,boleto,1,44.09,4,1,4473f3e5c65952b074ef987fa5c24662,ea8482cd71df3c1969d7b9473ff13abc,29.99,14.10,telefonia,"telephony","sao paulo",SP
045abe3dd2d7c962b78a446b053238a6,6069e96c176d200c3495d72244ae535a,delivered,"2018-03-10 12:51:18","2018-03-20 18:06:29",teresina,PI,credit_card,3,222.89,5,1,f1d4ce8c6dd66c47bbaa8c6781c2a923,1f9ab4708f3056ede07124aad39a2554,169.90,52.99,bebes,"baby",tupa,SP
041cba819a99569f87996b65b73ea82e,98f405f18fec61e1a61037c344213e26,delivered,"2018-03-18 00:19:20","2018-03-22 16:04:49",brasilia,DF,credit_card,1,38.15,5,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,23.99,14.16,beleza_saude,"health_beauty","santo andre",SP
03d0e68d9f396f3c4e69dbbb0abc3564,a2b7d88f0af86d43c92fa477a46a12e2,delivered,"2018-01-24 09:22:03","2018-02-23 19:04:09","rio de janeiro",RJ,boleto,1,61.00,1,1,b22934d8dedd07b3033be2bf6da70bcb,87d30a6a0cbf89356e49324971ab1d24,46.90,14.10,brinquedos,"toys","sao paulo",SP
0373763807c25ce94a4b85c7c0f47062,8cf0e572d0e13c3cd64a678d54e0ad09,delivered,"2017-08-01 19:39:49","2017-08-14 16:41:29","sao paulo",SP,credit_card,1,34.75,5,1,a314a62cff3e5725f545fa263aed7a7b,d2374cbcbb3ca4ab1086534108cc3ab7,22.90,11.85,cama_mesa_banho,"bed_bath_table",ibitinga,SP
04a1e228e53006582fabe65a7767258c,270149cb3f66b7edaa4645d21c7ff646,delivered,"2018-05-12 19:34:22","2018-05-18 20:14:41",holambra,SP,boleto,1,74.41,5,1,4b54c1f607b7a55ec9a34555b5607539,7142540dd4c91e2237acb7e911c4eba2,59.90,14.51,automotivo,"auto",penapolis,SP
0558d3449b449e4da4a5793f542d0785,ce99258e67eef2067b629f94c0f92100,delivered,"2018-06-28 22:49:45","2018-07-10 21:18:55","sao paulo",SP,credit_card,6,132.49,4,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,119.00,13.49,relogios_presentes,"watches_gifts","ribeirao preto",SP
04d0a4d84d5dc9cc343ca4d0e4120a4d,8e31bcb3d20439f3d6c67160d9df093b,delivered,"2017-05-20 18:34:35","2017-05-29 09:58:00","itau de minas",MG,credit_card,7,73.76,5,1,06c38a87544301cba8b0fb5a0796383d,dd533b429f380718b70ad9922c294bae,52.90,20.86,brinquedos,"toys",barretos,SP
035201c3c82a97f8a25dd6bd5244b2d5,9facbfd2dd51a45404d58154b12ed2dd,delivered,"2017-11-10 16:54:13","2017-11-21 23:26:35","rio de janeiro",RJ,boleto,1,135.08,5,1,1c36a5285f7f3b1ed2637d7c528ce5ff,d1b65fc7debc3361ea86b5f14c68d2e2,89.99,45.09,malas_acessorios,"luggage_accessories","mogi guacu",SP
044c27c9fb6d9b51bba0efa1fd726c97,0b06b92f20cf1c739acdceb0e6f6d937,delivered,"2018-04-05 15:25:53","2018-04-10 17:51:07","embu das artes",SP,boleto,1,103.00,5,1,860dd3635c61aba2d7ddea90b7d471b2,8b2492b7ff4468839593fafeed55bad9,87.51,15.49,beleza_saude,"health_beauty","sao goncalo",RJ
03005a2f16aaf981d51d8ef44222444a,961ab7d1f30476935fd856403381435f,delivered,"2018-02-04 09:59:39","2018-02-21 13:18:50",cuiaba,MT,boleto,1,179.87,5,1,34282a40b7d2b7aae8762762cb6ebcad,1554a68530182680ad5c8b042c3ab563,139.90,39.97,moveis_sala,"furniture_living_room","monte siao",MG
04e83658486074318f1a806c19265817,91fd140e38421fcc6f81f31e07d21275,delivered,"2018-05-04 21:24:35","2018-05-11 16:51:59","sao paulo",SP,credit_card,1,174.05,5,1,1dfb36d969d347f56f43590ec42c7b8c,7f152321c60a266edc53af1925ef96c1,159.99,14.06,esporte_lazer,"sports_leisure",criciuma,SC
0446b999e57cddf002396ed4baa07074,18391e6f0c771e4f2cc815e155e61d53,delivered,"2017-09-25 07:05:47","2017-10-02 16:29:08","sao paulo",SP,credit_card,1,52.50,4,1,7736ea239e147291f6adb766c992beb1,d2374cbcbb3ca4ab1086534108cc3ab7,15.90,11.85,cama_mesa_banho,"bed_bath_table",ibitinga,SP
04af00b2ad7756ba45549af1e832d8da,01d7603b563bc426e2eda5e0677e714b,delivered,"2017-12-05 21:01:20","2017-12-13 20:43:24",osasco,SP,boleto,1,148.49,3,1,85d187257cdbf2692d10649a11c7e78b,7ddcbb64b5bc1ef36ca8c151f6ec77df,134.99,13.50,malas_acessorios,"luggage_accessories","sao paulo",SP
052fd91f936f4938c1085ce62862142a,9ea84417bbdf3d03fd7fe34273d23630,delivered,"2018-08-01 21:21:49","2018-08-08 09:42:38",guaira,SP,credit_card,1,57.97,5,1,b520bae2a8c9790cac40196cb2025283,b499c00f28f4b7069ff6550af8c1348a,44.99,12.98,moveis_decoracao,"furniture_decor",limeira,SP
045806c8806bca9909e23a1a79cfdd0c,fa7ff73c5d702b41dd2f88e18484a275,delivered,"2017-12-10 20:49:32","2017-12-27 18:39:04",itanhaem,SP,credit_card,1,174.15,5,1,977f845fc71d6dfd5af3a0aaaabf2161,4b9750c8ad28220fe6702d4ecb7c898f,139.90,34.25,bebes,"baby",limeira,SP
03f9705f9135ccb809e74e902f19b2e8,22fdc6255f0b1dd9fb663cbf1e8f9db9,delivered,"2017-04-25 21:15:01","2017-05-06 09:24:06","sao paulo",SP,credit_card,1,30.29,3,1,cc68bcd2a2720e95aef8b6cb71f62ed9,a17f621c590ea0fab3d5d883e1630ec6,19.33,10.96,esporte_lazer,"sports_leisure",sorocaba,SP
042f96d01e1471ebf86650ae185a0746,19cb592037881e4aa0efebc16087ab69,delivered,"2018-06-17 01:28:58","2018-06-19 18:03:59","sao paulo",SP,voucher,1,23.29,5,1,a9e0a3a894f4bf7844830c090853c3e1,8b321bb669392f5163d04c59e235e066,15.90,7.39,telefonia,"telephony","sao paulo",SP
059511087f2394ebd55a674537a7c2cc,c5c273dc7587ce40423e6c791c339e79,delivered,"2018-02-14 11:42:55","2018-03-28 19:38:43","nova prata do iguacu",PR,boleto,1,834.94,4,2,5524bbd7c991692980702322aa085419,6524b847b982cd56bb5d4b02b776ee42,389.90,27.57,informatica_acessorios,"computers_accessories",campinas,SP
059511087f2394ebd55a674537a7c2cc,c5c273dc7587ce40423e6c791c339e79,delivered,"2018-02-14 11:42:55","2018-03-28 19:38:43","nova prata do iguacu",PR,boleto,1,834.94,4,1,5524bbd7c991692980702322aa085419,6524b847b982cd56bb5d4b02b776ee42,389.90,27.57,informatica_acessorios,"computers_accessories",campinas,SP
0517a3e68dac3308995edca2144db36e,17b05621a4b0481d008669e0a474b984,delivered,"2018-04-26 18:53:02","2018-06-09 01:39:53",aracaju,SE,credit_card,3,99.90,1,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,99.90,0.00,relogios_presentes,"watches_gifts","ribeirao preto",SP
054316a4a3afc149108b6b1431d11274,f22c368483fea4ae42665976c5e5bdd3,delivered,"2017-07-21 08:50:38","2017-08-02 21:05:03","almirante tamandare",PR,credit_card,1,54.00,5,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,39.90,14.10,esporte_lazer,"sports_leisure","sao paulo",SP
054418a6880b7e815bf64730ef040574,5ccd6241cc65f50dbbc212f2ca39d71f,delivered,"2018-05-18 01:06:11","2018-06-06 19:03:31",canela,RS,credit_card,5,902.03,5,1,57c9362442482cd2451f2eabf468e532,966cb4760537b1404caedd472cc610a5,878.00,24.03,relogios_presentes,"watches_gifts",diadema,SP
03d6e874e44c091359a3ad62f2bec233,59d26debe9d60cc8467a7bf2b835959f,delivered,"2018-05-02 13:42:27","2018-05-08 17:08:48","sao paulo",SP,boleto,1,68.64,5,1,173e9fe34bfe97f3a5e6dc57fe897b74,ba143b05f0110f0dc71ad71b4466ce92,57.49,11.15,livros_tecnicos,"books_technical","sao paulo",SP
05bb540accb9a3fc966280b894023c9c,5e223ba2e969f6c316d104a99db67a71,delivered,"2017-07-06 21:13:00","2017-07-13 20:41:17","rio de janeiro",RJ,boleto,1,34.09,4,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,19.99,14.10,beleza_saude,"health_beauty","santo andre",SP
04d7676ae07d3a61604185998b0d51d9,0b171140ee2baf7b6039c45ee04d8abf,delivered,"2018-01-23 16:25:47","2018-01-29 20:48:04","lagoa da prata",MG,boleto,1,187.43,5,1,1065dbb6b0bf03daaedab1236979e296,bfd27a966d91cfaafdb25d076585f0da,169.00,18.43,papelaria,"stationery","serra negra",SP
05a1daade893002ca3c8ec9253fbb1a0,561a193d7395d1f016e459d7fbc5aec9,delivered,"2017-11-15 18:57:24","2017-11-25 12:57:05",diadema,SP,voucher,1,28.78,5,1,38b5079a807bb9f22ddfa46f929accee,6560211a19b47992c3666cc44a7e94c0,21.00,7.78,perfumaria,"perfumery","sao paulo",SP
03720fdc92032ee4abd471d172006ab0,116458665bac0ff47d5e87f65e8ec681,delivered,"2018-08-05 21:34:54","2018-08-21 00:11:52","belo horizonte",MG,credit_card,1,143.49,2,1,dd2ca29c9d0f93d3b1d28d7d7ee3025c,5b0cc932433fa5184b5b94bfe6bcc256,99.00,44.49,moveis_sala,"furniture_living_room",ibitinga,SP
053abf362c2b73b283a3bd5a814320ac,2d44f70281161cbf9bb10e22dfa63fb3,delivered,"2018-03-28 07:43:11","2018-04-02 16:11:22","sao paulo",SP,credit_card,1,97.87,5,1,2d80845a6f78e68221e4965655a9a9b8,d91fb3b7d041e83b64a00a3edfb37e4f,89.90,7.97,eletrodomesticos,"home_appliances","praia grande",SP
